pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
SL,2019/6/19,85.8,-3.6048,5.0574,Max Scherzer,656555,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,1,2019,0.2961,0.093,1.5729,1.959,null,null,547180,1,6,Top,null,null,,,435559,,190620_004911,11.5715,-124.4292,-1.2493,0.9206,23.0677,-31.1898,3.4342,1.65,null,null,null,85.479,2445,6.1,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3996,null,null,null,null,null,null,null,39,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.6,-3.5254,5.2725,Max Scherzer,656555,453286,null,foul,,,,,1,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,-0.7927,1.2583,-0.3064,3.1092,null,null,547180,1,6,Top,null,null,,,435559,,190620_004840,10.2762,-140.2564,-2.993,-12.6336,31.0967,-15.2992,3.48,1.65,null,null,null,95.993,2456,6.019,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4805,null,null,null,null,null,null,null,39,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,86.1,-3.714,4.8888,Max Scherzer,664068,453286,field_out,hit_into_play,,,,,14,Scott Kingery pops out to second baseman Brian Dozier.  ,R,R,R,WSH,PHI,X,4,popup,2,2,2019,0.309,-0.2211,0.4418,1.0402,null,null,547180,0,6,Top,135.73,118.14,,,435559,,190620_004757,9.2019,-125.1214,-2.436,1.4044,24.7651,-34.2211,3.36,1.55,197,61.9,36.6,85.815,2423,6.137,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3621,0.51,0.452,0,1,0,0,4,38,6,Slider,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,85.8,-3.6157,5.0199,Max Scherzer,664068,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,1,2,2019,0.2916,-0.0199,2.0375,0.9382,null,null,547180,0,6,Top,null,null,,,435559,,190620_004719,12.7063,-124.4081,-3.3361,0.6778,22.9776,-31.9714,3.4336,1.55,null,null,null,85.555,2370,6.151,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3489,null,null,null,null,null,null,null,38,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,84.6,-3.6718,4.9637,Max Scherzer,664068,453286,null,foul,,,,,13,null,R,R,R,WSH,PHI,S,null,null,1,2,2019,-1.3132,0.088,-1.3196,1.7208,null,null,547180,0,6,Top,null,null,,,435559,,190620_004642,8.0358,-123.018,-1.3977,-14.7737,23.393,-31.24,3.36,1.55,null,null,null,84.359,1485,6.078,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4213,null,null,null,null,null,null,null,38,4,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,84.2,-3.6597,4.9852,Max Scherzer,664068,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,2,2019,-1.1758,-0.0185,0.2444,0.8606,null,null,547180,0,6,Top,null,null,,,435559,,190620_004614,11.2969,-122.0517,-3.1305,-13.7928,22.3508,-31.9948,3.3682,1.5119,null,null,null,83.889,1473,6.143,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3569,null,null,null,null,null,null,null,38,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.3,-3.5168,5.2045,Max Scherzer,664068,453286,null,foul,,,,,2,null,R,R,R,WSH,PHI,S,null,null,0,1,2019,-0.9075,0.9739,-0.1463,3.1205,null,null,547180,0,6,Top,null,null,,,435559,,190620_004540,10.8991,-139.8209,-2.1454,-14.0784,28.5974,-19.2289,3.36,1.55,215,78.1,28.6,95.994,2448,6.028,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.471,null,null,null,null,null,null,null,38,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,94.9,-3.5815,5.1854,Max Scherzer,664068,453286,null,swinging_strike,,,,,3,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,-0.6636,1.3359,0.545,3.4363,null,null,547180,0,6,Top,null,null,,,435559,,190620_004508,12.1789,-137.7517,-1.8599,-10.9503,28.8456,-15.0911,3.36,1.55,null,null,null,94.506,2409,6.068,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4316,null,null,null,null,null,null,null,38,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,85.2,-3.5092,5.1127,Max Scherzer,547180,453286,walk,ball,,,,,13,Bryce Harper walks.  ,R,L,R,WSH,PHI,B,null,null,3,2,2019,-0.9369,-0.4331,-1.459,2.2499,null,null,null,0,6,Top,null,null,,,435559,,190620_004421,6.6141,-123.815,0.4356,-10.8092,24.2626,-36.8878,3.2315,1.6,null,null,null,84.624,1353,5.945,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5544,null,null,0.7,1,0,0,null,37,6,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
FC,2019/6/19,90.4,-3.7383,4.9152,Max Scherzer,547180,453286,null,ball,,,,,13,null,R,L,R,WSH,PHI,B,null,null,2,2,2019,0.2622,0.4347,-0.9101,2.4029,null,null,null,0,6,Top,null,null,,,435559,,190620_004349,6.4607,-131.5611,-1.2874,1.8048,24.9373,-27.1156,3.3127,1.6563,null,null,null,90.302,2376,5.985,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5144,null,null,null,null,null,null,null,37,5,Cutter,1,0,0,1,0,1,0,1,Standard,Standard
FC,2019/6/19,91,-3.6428,5.0699,Max Scherzer,547180,453286,null,foul,,,,,6,null,R,L,R,WSH,PHI,S,null,null,2,1,2019,0.0683,0.5874,0.5821,2.1181,null,null,null,0,6,Top,null,null,,,435559,,190620_004320,10.3654,-132.245,-2.7984,-1.0277,23.3099,-25.0036,3.14,1.6,91,112.3,3.4,90.891,2507,5.911,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5883,null,null,null,null,null,null,null,37,4,Cutter,1,0,0,1,0,1,0,1,Strategic,Standard
CH,2019/6/19,85.3,-3.5603,5.2298,Max Scherzer,547180,453286,null,ball,,,,,13,null,R,L,R,WSH,PHI,B,null,null,1,1,2019,-1.1591,0.2284,-1.259,1.9994,null,null,null,0,6,Top,null,null,,,435559,,190620_004256,7.7469,-124.0286,-1.8009,-13.4633,22.5999,-29.665,3.2684,1.6,null,null,null,85.684,1561,6.381,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.1189,null,null,null,null,null,null,null,37,3,Changeup,1,0,0,1,0,1,0,1,Strategic,Standard
FF,2019/6/19,96.7,-3.4198,5.4282,Max Scherzer,547180,453286,null,foul,,,,,8,null,R,L,R,WSH,PHI,S,null,null,1,0,2019,-0.9651,1.177,-0.0674,2.0586,null,null,null,0,6,Top,null,null,,,435559,,190620_004231,10.9316,-140.2393,-5.9851,-14.7794,28.4058,-15.8575,3.14,1.6,293,89.9,46.9,95.842,2495,5.75,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7495,null,null,null,null,null,null,null,37,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,85.8,-3.705,5.2568,Max Scherzer,547180,453286,null,ball,,,,,13,null,R,L,R,WSH,PHI,B,null,null,0,0,2019,-0.8358,0.3386,-0.5758,1.5509,null,null,null,0,6,Top,null,null,,,435559,,190620_004209,8.9616,-124.5896,-3.1838,-10.2283,22.3541,-28.3256,3.3873,1.7045,null,null,null,85.309,1414,5.85,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6495,null,null,null,null,null,null,null,37,1,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
CU,2019/6/19,77.9,-3.4089,5.411,Max Scherzer,516416,453286,field_out,hit_into_play,,,,,11,Jean Segura pops out to first baseman Matt Adams in foul territory.  ,R,R,R,WSH,PHI,X,3,popup,0,0,2019,0.8522,-0.4998,-0.8541,2.5051,null,null,null,2,5,Top,174.7,168.7,,,435559,,190620_003138,3.9163,-113.3105,1.4391,6.5941,18.0741,-36.8588,3.17,1.53,138,58.8,54.3,77.308,2631,5.606,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8932,0.04,0.031,0,1,0,0,1,33,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,84.2,-3.6258,5.097,Max Scherzer,453562,453286,strikeout,swinging_strike,,,,,9,Jake Arrieta strikes out swinging.  ,R,R,R,WSH,PHI,S,2,null,0,2,2019,0.347,-0.3569,0.6266,1.6115,null,null,null,1,5,Top,null,null,,,435559,,190620_003058,9.0988,-122.3178,-1.0439,1.8037,22.0043,-35.746,3.53,1.7,null,null,null,83.641,2494,5.817,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6824,null,null,0,1,0,0,null,32,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.9,-3.5846,5.0453,Max Scherzer,453562,453286,null,foul,,,,,4,null,R,R,R,WSH,PHI,S,null,null,0,2,2019,-1.0508,0.953,-0.647,2.5514,null,null,null,1,5,Top,null,null,,,435559,,190620_003035,10.2096,-140.818,-3.3177,-16.1039,28.4669,-18.965,3.53,1.7,null,null,null,97.129,2452,6.247,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.2522,null,null,null,null,null,null,null,32,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,84.8,-3.6652,5.0926,Max Scherzer,453562,453286,null,foul,,,,,9,null,R,R,R,WSH,PHI,S,null,null,0,2,2019,0.3366,-0.2992,0.6395,1.7922,null,null,null,1,5,Top,null,null,,,435559,,190620_003014,9.2967,-123.1472,-0.8282,1.7239,21.9694,-35.2522,3.53,1.7,null,null,null,84.205,2452,5.785,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7146,null,null,null,null,null,null,null,32,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,95.7,-3.4148,5.5936,Max Scherzer,453562,453286,null,foul,,,,,2,null,R,R,R,WSH,PHI,S,null,null,0,1,2019,-0.9628,1.3545,0.1135,3.407,null,null,null,1,5,Top,null,null,,,435559,,190620_002943,11.2695,-138.8156,-3.1082,-14.5637,28.3857,-14.5162,3.53,1.7,247,83.9,53.4,94.775,2507,5.734,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7652,null,null,null,null,null,null,null,32,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,84.5,-3.6604,5.2386,Max Scherzer,453562,453286,null,swinging_strike,,,,,14,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,0.2476,0.1458,1.3105,1.4794,null,null,null,1,5,Top,null,null,,,435559,,190620_002919,10.9796,-122.7365,-2.7451,0.7102,19.8946,-30.4613,3.53,1.7,null,null,null,84.255,2454,5.829,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.671,null,null,null,null,null,null,null,32,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,83.6,-3.6329,5.2133,Max Scherzer,595284,453286,strikeout,swinging_strike,,,,,13,Andrew Knapp strikes out swinging.  ,R,L,R,WSH,PHI,S,2,null,0,2,2019,-1.2987,0.2867,-0.2067,0.9331,null,null,null,0,5,Top,null,null,,,435559,,190620_002851,10.2634,-121.3475,-3.9891,-14.4443,20.8221,-28.9043,3.21,1.56,null,null,null,83.015,1463,5.765,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7347,null,null,0,1,0,0,null,31,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,95.4,-3.624,5.4221,Max Scherzer,595284,453286,null,swinging_strike,,,,,6,null,R,L,R,WSH,PHI,S,null,null,0,1,2019,-1.239,1.3596,0.3654,2.3868,null,null,null,0,5,Top,null,null,,,435559,,190620_002827,12.9662,-138.1582,-5.2227,-18.2158,28.3447,-14.2663,3.21,1.56,null,null,null,94.097,2586,5.615,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8843,null,null,null,null,null,null,null,31,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2019/6/19,77.3,-3.4429,5.559,Max Scherzer,595284,453286,null,called_strike,,,,,4,null,R,L,R,WSH,PHI,S,null,null,0,0,2019,0.7358,-0.4891,-0.5472,2.499,null,null,null,0,5,Top,null,null,,,435559,,190620_002808,4.8061,-112.4233,1.1923,5.3822,17.7788,-36.6647,3.2092,1.5138,null,null,null,76.743,2728,5.634,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8657,null,null,null,null,null,null,null,31,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,98.2,-3.5216,5.0247,Max Scherzer,543543,453286,strikeout,swinging_strike,,,,,3,Brad Miller strikes out swinging.  ,R,L,R,WSH,PHI,S,2,null,0,2,2019,-0.9023,1.2349,0.5274,2.7426,null,null,457803,2,4,Top,null,null,,,435559,,190620_000935,12.8781,-142.4124,-3.5022,-14.8267,29.0907,-14.9784,3.21,1.56,null,null,null,97.666,2575,5.929,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5704,null,null,0,1,0,0,null,26,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,95.6,-3.5614,5.2825,Max Scherzer,543543,453286,null,swinging_strike,,,,,1,null,R,L,R,WSH,PHI,S,null,null,0,1,2019,-0.9723,1.2532,-0.4116,3.2019,null,null,457803,2,4,Top,null,null,,,435559,,190620_000906,10.2991,-138.8051,-2.617,-14.4542,27.8775,-15.9068,3.43,1.61,null,null,null,94.799,2480,5.717,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7827,null,null,null,null,null,null,null,26,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.6,-3.5919,5.1673,Max Scherzer,543543,453286,null,swinging_strike,,,,,3,null,R,L,R,WSH,PHI,S,null,null,0,0,2019,-1.0231,1.247,0.6147,3.4784,null,null,457803,2,4,Top,null,null,,,435559,,190620_000842,13.3332,-140.0248,-1.7249,-16.0142,27.8611,-15.7562,3.43,1.61,null,null,null,96.003,2476,5.896,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6038,null,null,null,null,null,null,null,26,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FC,2019/6/19,90.8,-3.746,4.9315,Max Scherzer,514917,453286,strikeout,called_strike,,,,,1,Cesar Hernandez called out on strikes.  ,R,L,R,WSH,PHI,S,2,null,1,2,2019,0.0214,0.6147,-0.7853,2.8418,null,null,457803,1,4,Top,null,null,,,435559,,190620_000804,7.327,-132.158,-0.6904,-1.0916,24.202,-25.0581,3.2764,1.5033,null,null,null,90.869,2388,6.006,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4935,null,null,0,1,0,0,null,25,4,Cutter,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.1,-3.5418,5.2415,Max Scherzer,514917,453286,null,foul,,,,,12,null,R,L,R,WSH,PHI,S,null,null,1,1,2019,-1.0304,1.2296,0.2772,3.4386,null,null,457803,1,4,Top,null,null,,,435559,,190620_000735,12.2659,-139.343,-1.8753,-15.9121,30.5172,-16.2137,3.27,1.54,null,null,null,95.144,2467,5.876,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6238,null,null,null,null,null,null,null,25,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,85.5,-3.5295,5.1418,Max Scherzer,514917,453286,null,swinging_strike,,,,,5,null,R,L,R,WSH,PHI,S,null,null,1,0,2019,-1.1545,0.4409,0.2507,2.1277,null,null,457803,1,4,Top,null,null,,,435559,,190620_000709,11.1624,-124.0175,-1.7083,-13.9594,22.5912,-27.511,3.27,1.54,null,null,null,85.394,1577,6.198,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.301,null,null,null,null,null,null,null,25,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,95.7,-3.5098,5.2136,Max Scherzer,514917,453286,null,ball,,,,,12,null,R,L,R,WSH,PHI,B,null,null,0,0,2019,-0.9903,1.2323,0.9683,3.0621,null,null,457803,1,4,Top,null,null,,,435559,,190620_000646,13.8519,-138.6302,-2.7531,-15.5322,28.8712,-16.0818,3.2728,1.4712,null,null,null,94.926,2434,5.937,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5627,null,null,null,null,null,null,null,25,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CH,2019/6/19,85.8,-3.5466,5.1804,Max Scherzer,457803,453286,single,hit_into_play_no_out,,,,,13,Jay Bruce singles on a ground ball to third baseman Anthony Rendon.  ,R,L,R,WSH,PHI,X,5,ground_ball,2,2,2019,-1.5791,0.0477,-0.9768,2.3815,null,null,null,1,4,Top,99.66,172.03,,,435559,,190620_000604,9.1163,-124.5754,-0.441,-17.9802,24.3903,-31.8316,3.49,1.67,2,55.7,-49.6,85.045,1643,5.866,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6338,0.137,0.116,0.9,1,1,0,1,24,5,Changeup,1,0,0,1,0,1,0,1,Infield shift,Standard
FC,2019/6/19,91.1,-3.5929,5.0579,Max Scherzer,457803,453286,null,ball,,,,,14,null,R,L,R,WSH,PHI,B,null,null,1,2,2019,0.1303,0.5851,1.4274,1.6613,null,null,null,1,4,Top,null,null,,,435559,,190620_000540,12.1824,-132.0371,-3.7991,-0.9818,26.9197,-24.8831,3.4759,1.67,null,null,null,90.183,2445,5.854,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6452,null,null,null,null,null,null,null,24,4,Cutter,1,0,0,1,0,1,0,1,Infield shift,Standard
CH,2019/6/19,84.1,-3.6666,5.1223,Max Scherzer,457803,453286,null,ball,,,,,13,null,R,L,R,WSH,PHI,B,null,null,0,2,2019,-1.0442,0.2796,-2.3051,1.6726,null,null,null,1,4,Top,null,null,,,435559,,190620_000520,5.1832,-122.4437,-2.196,-11.4089,22.6985,-29.1844,3.49,1.6782,null,null,null,84.029,1450,6.076,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4234,null,null,null,null,null,null,null,24,3,Changeup,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,2019/6/19,96.3,-3.5083,5.2335,Max Scherzer,457803,453286,null,foul,,,,,5,null,R,L,R,WSH,PHI,S,null,null,0,1,2019,-1.2322,1.0143,-0.1341,2.8861,null,null,null,1,4,Top,null,null,,,435559,,190620_000501,11.5536,-139.6723,-2.8839,-18.3159,28.8108,-18.6859,3.49,1.67,205,76.6,31.1,95.51,2511,5.827,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6726,null,null,null,null,null,null,null,24,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,2019/6/19,95.4,-3.5354,5.377,Max Scherzer,457803,453286,null,called_strike,,,,,5,null,R,L,R,WSH,PHI,S,null,null,0,0,2019,-0.8778,1.1359,-0.2056,2.8364,null,null,null,1,4,Top,null,null,,,435559,,190620_000443,10.5451,-138.5492,-3.5361,-13.2499,27.6063,-17.2633,3.5606,1.67,null,null,null,94.659,2453,5.725,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7746,null,null,null,null,null,null,null,24,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
SL,2019/6/19,86.5,-3.6639,5.1313,Max Scherzer,656555,453286,field_out,hit_into_play,,,,,14,Rhys Hoskins lines out to center fielder Victor Robles.  ,R,R,R,WSH,PHI,X,8,line_drive,0,2,2019,0.4151,-0.0794,0.9139,1.7838,null,null,null,0,4,Top,86.59,55.41,,,435559,,190620_000413,10.0018,-125.603,-1.6041,2.4226,24.2373,-32.9198,3.49,1.67,351,88.1,28.9,86.008,2527,5.985,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.514,0.079,0.095,0,1,0,0,3,23,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,95.8,-3.5975,5.261,Max Scherzer,656555,453286,null,foul,,,,,6,null,R,R,R,WSH,PHI,S,null,null,0,1,2019,-1.1354,1.0047,0.4276,2.2631,null,null,null,0,4,Top,null,null,,,435559,,190620_000329,13.0004,-138.9221,-4.5225,-17.13,26.8773,-18.5716,3.48,1.65,204,78.1,24.1,95.318,2451,5.899,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6009,null,null,null,null,null,null,null,23,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2019/6/19,76.2,-3.3973,5.5466,Max Scherzer,656555,453286,null,foul,,,,,4,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,0.942,-0.5476,-0.4265,2.2346,null,null,null,0,4,Top,null,null,,,435559,,190620_000302,4.538,-110.8428,0.9681,6.8841,17.9788,-36.9901,3.48,1.65,null,null,null,75.535,2719,5.616,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8832,null,null,null,null,null,null,null,23,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,97.4,-3.4803,5.2715,Max Scherzer,664068,453286,strikeout,swinging_strike,,,,,1,Scott Kingery strikes out swinging.  ,R,R,R,WSH,PHI,S,2,null,2,2,2019,-0.8235,1.198,-0.2847,3.1324,null,null,547180,2,3,Top,null,null,,,435559,,190619_235350,10.3269,-141.5119,-2.9376,-13.0507,28.641,-15.8473,3.36,1.55,null,null,null,96.915,2535,5.847,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6522,null,null,0,1,0,0,null,19,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,85.1,-3.7241,5.0038,Max Scherzer,664068,453286,null,blocked_ball,,,,,13,null,R,R,R,WSH,PHI,B,null,null,1,2,2019,0.2246,-0.0579,-0.0756,0.6403,null,null,547180,2,3,Top,null,null,,,435559,,190619_235314,8.0737,-123.6373,-3.8042,0.7708,23.3289,-32.2617,3.4291,1.55,null,null,null,84.894,2374,6.123,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3764,null,null,null,null,null,null,null,19,4,Slider,1,0,0,1,0,1,0,1,Standard,Standard
FF,2019/6/19,96.6,-3.6609,5.099,Max Scherzer,664068,453286,null,swinging_strike,,,,,4,null,R,R,R,WSH,PHI,S,null,null,1,1,2019,-1.0387,1.0257,-0.5892,2.5182,null,null,547180,2,3,Top,null,null,,,435559,,190619_235215,10.3945,-140.1893,-3.559,-15.7834,30.661,-18.2846,3.36,1.55,null,null,null,95.781,2523,5.894,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6056,null,null,null,null,null,null,null,19,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
SL,2019/6/19,86.4,-3.6892,5.041,Max Scherzer,664068,453286,null,ball,,,,,14,null,R,R,R,WSH,PHI,B,null,null,0,1,2019,0.1076,0.1277,1.3571,1.0904,null,null,547180,2,3,Top,null,null,,,435559,,190619_235145,11.6687,-125.3197,-3.4297,-1.0052,22.8492,-30.4335,3.36,1.4689,null,null,null,85.784,2344,5.854,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6457,null,null,null,null,null,null,null,19,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard
CU,2019/6/19,78,-3.4748,5.3108,Max Scherzer,664068,453286,null,called_strike,,,,,2,null,R,R,R,WSH,PHI,S,null,null,0,0,2019,0.7131,-0.4809,-0.036,3.0386,null,null,547180,2,3,Top,null,null,,,435559,,190619_235114,6.0505,-113.4221,2.8096,5.0046,19.7499,-36.9801,3.3134,1.4187,null,null,null,77.408,2680,5.798,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7012,null,null,null,null,null,null,null,19,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FC,2019/6/19,93.9,-3.5598,5.1013,Max Scherzer,547180,453286,walk,ball,,,,,14,Bryce Harper walks.  ,R,L,R,WSH,PHI,B,null,null,3,2,2019,-0.0979,0.9457,1.6191,1.1616,null,null,null,2,3,Top,null,null,,,435559,,190619_235027,13.5319,-136.0524,-6.5215,-3.8592,26.5521,-19.3324,3.3383,1.6562,null,null,null,93.727,2585,6.178,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3212,null,null,0.7,1,0,0,null,18,6,Cutter,1,0,0,1,0,1,0,1,Strategic,Standard
FF,2019/6/19,97.9,-3.4336,5.0858,Max Scherzer,547180,453286,null,ball,,,,,12,null,R,L,R,WSH,PHI,B,null,null,2,2,2019,-0.9562,1.038,1.3298,2.6074,null,null,null,2,3,Top,null,null,,,435559,,190619_235000,15.0531,-141.9578,-3.6199,-16.1115,28.5504,-17.4275,3.325,1.6,null,null,null,98.307,2577,6.441,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.0588,null,null,null,null,null,null,null,18,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard
FF,2019/6/19,97.8,-3.3182,5.3693,Max Scherzer,547180,453286,null,foul,,,,,6,null,R,L,R,WSH,PHI,S,null,null,2,1,2019,-1.0125,1.0945,0.3757,2.5736,null,null,null,2,3,Top,null,null,,,435559,,190619_234917,12.2353,-141.9202,-4.5584,-16.254,29.2444,-16.5882,3.14,1.6,66,79.2,3.2,97.856,2506,6.251,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.2483,null,null,null,null,null,null,null,18,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard
FF,2019/6/19,97.6,-3.4269,5.301,Max Scherzer,547180,453286,null,foul,,,,,3,null,R,L,R,WSH,PHI,S,null,null,2,0,2019,-0.9901,1.1242,0.3792,3.0263,null,null,null,2,3,Top,null,null,,,435559,,190619_234852,12.3729,-141.5854,-3.1366,-15.857,30.3322,-16.7253,3.14,1.6,192,68.6,44.8,97.012,2424,5.988,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.512,null,null,null,null,null,null,null,18,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard
FF,2019/6/19,96.8,-3.4103,5.2817,Max Scherzer,547180,453286,null,ball,,,,,1,null,R,L,R,WSH,PHI,B,null,null,1,0,2019,-1.0457,0.8449,-0.3821,3.3425,null,null,null,2,3,Top,null,null,,,435559,,190619_234820,10.2783,-140.6033,-1.4985,-15.8353,30.2948,-21.0803,3.2764,1.6401,null,null,null,95.842,2366,5.727,565931,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7722,null,null,null,null,null,null,null,18,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
