pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
SL,2019/8/22,87.1,-3.6871,5.1141,Max Scherzer,516782,453286,null,foul,,,,,14,null,R,R,R,PIT,WSH,S,null,null,2,2,2019,0.2407,0.1694,0.0068,1.267,null,null,null,2,1,Bot,null,null,,,435559,,190822_233502,8.3293,-126.635,-3.4747,1.1581,21.747,-29.9518,3.4181,1.6419,null,null,null,87.128,2406,6.002,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4978,null,null,null,null,null,null,null,9,5,Slider,0,2,0,2,2,0,0,2,Strategic,Standard
SL,2019/8/22,87.2,-3.7357,5.1938,Max Scherzer,516782,453286,null,swinging_strike,,,,,7,null,R,R,R,PIT,WSH,S,null,null,2,1,2019,0.2188,0.2909,-0.4622,1.8549,null,null,null,2,1,Bot,null,null,,,435559,,190822_233441,7.3652,-126.8022,-2.5095,1.0551,22.2268,-28.8201,3.5609,1.6419,null,null,null,86.995,2338,5.88,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6196,null,null,null,null,null,null,null,9,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,95.1,-3.5087,5.3851,Max Scherzer,516782,453286,null,ball,,,,,12,null,R,R,R,PIT,WSH,B,null,null,1,1,2019,-0.9881,1.2144,1.106,2.8984,null,null,null,2,1,Bot,null,null,,,435559,,190822_233422,14.1937,-137.8482,-3.5515,-15.4398,27.6407,-16.1885,3.5847,1.732,null,null,null,94.85,2440,6.14,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3597,null,null,null,null,null,null,null,9,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,93.9,-3.637,5.3153,Max Scherzer,516782,453286,null,ball,,,,,13,null,R,R,R,PIT,WSH,B,null,null,0,1,2019,-1.1163,1.1763,-1.9934,2.58,null,null,null,2,1,Bot,null,null,,,435559,,190822_233406,6.6269,-136.5691,-3.9505,-15.1569,26.2385,-16.9914,3.656,1.7797,null,null,null,93.694,2350,5.912,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5873,null,null,null,null,null,null,null,9,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,86,-3.7519,5.2868,Max Scherzer,516782,453286,null,called_strike,,,,,5,null,R,R,R,PIT,WSH,S,null,null,0,0,2019,0.1846,0.3861,0.1693,2.6475,null,null,null,2,1,Bot,null,null,,,435559,,190822_233352,8.8321,-124.9715,-0.8431,0.4039,21.4096,-28.2277,3.656,1.8036,null,null,null,85.606,2306,5.779,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.721,null,null,null,null,null,null,null,9,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,96,-3.5308,5.5142,Max Scherzer,668804,453286,field_out,hit_into_play,,,,,1,Bryan Reynolds lines out to left fielder Juan Soto.  ,R,L,R,PIT,WSH,X,7,line_drive,3,2,2019,-0.8881,1.3731,-0.4243,2.8562,null,null,null,1,1,Bot,39.7,108.02,,,435559,,190822_233318,10.0763,-139.3574,-4.4551,-13.5038,28.5619,-13.7945,3.1086,1.5719,296,87.8,25.7,95.327,2448,5.837,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.662,0.087,0.091,0,1,0,0,3,8,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,95.2,-3.4405,5.6183,Max Scherzer,668804,453286,null,foul,,,,,2,null,R,L,R,PIT,WSH,S,null,null,3,1,2019,-0.9484,1.4977,-0.1429,2.6735,null,null,null,1,1,Bot,null,null,,,435559,,190822_233246,10.6409,-138.1449,-5.3435,-14.2345,28.7158,-12.2979,3.1562,1.5719,null,null,null,94.571,2453,5.927,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5726,null,null,null,null,null,null,null,8,5,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FC,2019/8/22,90.7,-3.6679,5.277,Max Scherzer,668804,453286,null,ball,,,,,12,null,R,L,R,PIT,WSH,B,null,null,2,1,2019,-0.0479,0.7724,0.4707,3.4487,null,null,null,1,1,Bot,null,null,,,435559,,190822_233226,10.3446,-131.7213,-0.2971,-2.5481,25.4148,-23.4317,3.0371,1.541,null,null,null,90.176,2325,5.874,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6258,null,null,null,null,null,null,null,8,4,Cutter,0,2,0,2,2,0,0,2,Standard,Standard
CH,2019/8/22,84.8,-3.668,5.3456,Max Scherzer,668804,453286,null,ball,,,,,13,null,R,L,R,PIT,WSH,B,null,null,1,1,2019,-1.1967,0.2718,-1.7186,2.3531,null,null,null,1,1,Bot,null,null,,,435559,,190822_233206,6.8973,-123.3196,-1.2551,-13.4308,21.7395,-29.3795,3.1086,1.6842,null,null,null,84.885,1525,6.126,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.373,null,null,null,null,null,null,null,8,3,Changeup,0,2,0,2,2,0,0,2,Standard,Standard
CH,2019/8/22,85.4,-3.6893,5.4227,Max Scherzer,668804,453286,null,ball,,,,,13,null,R,L,R,PIT,WSH,B,null,null,0,1,2019,-1.3571,0.3707,-1.0486,2.3081,null,null,null,1,1,Bot,null,null,,,435559,,190822_233150,8.7967,-124.0863,-1.8138,-15.4318,21.7703,-28.2738,3.1562,1.6842,null,null,null,84.982,1806,5.825,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6742,null,null,null,null,null,null,null,8,2,Changeup,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,95.1,-3.5176,5.6757,Max Scherzer,668804,453286,null,foul,,,,,2,null,R,L,R,PIT,WSH,S,null,null,0,0,2019,-1.1668,1.2961,-0.1649,3.2272,null,null,null,1,1,Bot,null,null,,,435559,,190822_233133,11.2948,-138.0527,-3.6341,-17.1636,28.1703,-15.1374,3.1562,1.5719,213,75.4,42.9,94.802,2524,6.062,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4373,null,null,null,null,null,null,null,8,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FC,2019/8/22,89.7,-3.6748,5.4539,Max Scherzer,624428,453286,field_out,hit_into_play,,,,,9,Adam Frazier flies out to right fielder Adam Eaton.  ,R,L,R,PIT,WSH,X,9,fly_ball,1,2,2019,-0.0822,0.6961,0.5935,1.8302,null,null,null,0,1,Bot,163.74,50.22,,,435559,,190822_233057,10.5785,-130.2395,-4.4209,-2.7637,22.6295,-23.7719,3.1801,1.5719,361,96.3,34.9,89.157,2578,5.693,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.8069,0.182,0.32,0,1,0,0,3,7,6,Cutter,0,2,0,2,2,0,0,2,Standard,Strategic
FF,2019/8/22,95.5,-3.5669,5.5942,Max Scherzer,624428,453286,null,foul,,,,,11,null,R,L,R,PIT,WSH,S,null,null,1,2,2019,-1.1517,1.1934,-0.4802,3.5478,null,null,null,0,1,Bot,null,null,,,435559,,190822_233026,10.6417,-138.6168,-2.4023,-17.0846,30.0802,-16.5602,3.2221,1.4932,null,null,null,95.14,2496,6.155,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3449,null,null,null,null,null,null,null,7,5,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Strategic
FC,2019/8/22,89.4,-3.6337,5.4683,Max Scherzer,624428,453286,null,foul,,,,,6,null,R,L,R,PIT,WSH,S,null,null,1,2,2019,0.34,0.2646,0.5612,2.3956,null,null,null,0,1,Bot,null,null,,,435559,,190822_233005,9.5207,-129.8442,-2.1412,2.0785,23.4984,-29.0413,3.2221,1.5171,7,93.4,-19.8,88.826,2549,5.736,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7631,null,null,null,null,null,null,null,7,4,Cutter,0,2,0,2,2,0,0,2,Standard,Strategic
CH,2019/8/22,84,-3.5572,5.4003,Max Scherzer,624428,453286,null,foul,,,,,7,null,R,L,R,PIT,WSH,S,null,null,1,1,2019,-1.1931,0.2225,-0.5822,1.6154,null,null,null,0,1,Bot,null,null,,,435559,,190822_232941,9.0811,-122.0104,-2.7968,-13.3774,22.0726,-29.7065,3.3943,1.4719,null,null,null,83.292,1609,5.741,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7583,null,null,null,null,null,null,null,7,3,Changeup,0,2,0,2,2,0,0,2,Standard,Strategic
FF,2019/8/22,94.8,-3.5556,5.489,Max Scherzer,624428,453286,null,ball,,,,,14,null,R,L,R,PIT,WSH,B,null,null,0,1,2019,-1.1053,1.1305,0.694,1.3764,null,null,null,0,1,Bot,null,null,,,435559,,190822_232924,13.4047,-137.235,-7.4947,-16.5793,27.2758,-16.6595,3.2515,1.5648,null,null,null,94.263,2467,6.035,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4648,null,null,null,null,null,null,null,7,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Strategic
FF,2019/8/22,95.3,-3.5447,5.5316,Max Scherzer,624428,453286,null,called_strike,,,,,1,null,R,L,R,PIT,WSH,S,null,null,0,0,2019,-1.3026,1.2616,-0.5667,2.8641,null,null,null,0,1,Bot,null,null,,,435559,,190822_232910,10.5122,-138.3179,-4.0754,-18.5929,29.0246,-15.6841,3.2753,1.541,null,null,null,94.188,2557,5.649,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.8507,null,null,null,null,null,null,null,7,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CU,2019/7/25,77.5,-3.4114,5.425,Max Scherzer,621311,453286,caught_stealing_2b,ball,,,,,11,"Charlie Blackmon caught stealing 2nd base, pitcher Max Scherzer to shortstop Trea Turner.  ",R,L,R,WSH,COL,B,1,null,0,0,2019,0.731,-0.3136,-1.0808,3.2104,null,null,453568,2,5,Top,null,null,,,435559,,190725_214043,3.6395,-112.8288,2.6065,5.595,17.362,-35.4293,3.3452,1.4582,null,null,null,77.082,2673,5.621,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8785,null,null,0,0,0,0,null,38,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/7/25,85,-3.6777,4.9623,Max Scherzer,596115,453286,field_out,hit_into_play,,,,,14,Trevor Story pops out to second baseman Brian Dozier.  ,R,R,R,WSH,COL,X,4,popup,3,2,2019,0.2361,0.2893,0.6373,1.2806,null,null,453568,1,5,Top,166.71,141.05,,,435559,,190725_213952,9.5812,-123.5541,-2.9104,0.696,22.0685,-28.913,3.42,1.61,196,75.9,57.7,84.824,2196,6.004,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4957,0.034,0.035,0,1,0,0,3,37,7,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,95.4,-3.5667,4.9891,Max Scherzer,596115,453286,null,foul,,,,,5,null,R,R,R,WSH,COL,S,null,null,3,2,2019,-0.6486,1.3824,-0.0958,2.565,null,null,453568,1,5,Top,null,null,,,435559,,190725_213909,10.5875,-138.5608,-3.8358,-10.7211,30.8028,-13.6981,3.42,1.61,null,null,null,95.419,2529,6.393,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.1067,null,null,null,null,null,null,null,37,6,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/7/25,86,-3.6349,4.9646,Max Scherzer,596115,453286,null,blocked_ball,,,,,14,null,R,R,R,WSH,COL,B,null,null,2,2,2019,0.2421,0.1397,1.2727,0.4684,null,null,453568,1,5,Top,null,null,,,435559,,190725_213811,11.054,-124.7132,-4.6015,0.2329,25.5059,-30.0291,3.3722,1.5265,null,null,null,85.229,2475,6.019,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4802,null,null,null,null,null,null,null,37,5,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/7/25,84.5,-3.7545,4.8674,Max Scherzer,596115,453286,null,called_strike,,,,,4,null,R,R,R,WSH,COL,S,null,null,2,1,2019,0.1851,0.2655,-0.5558,2.2211,null,null,453568,1,5,Top,null,null,,,435559,,190725_213741,7.0341,-122.8751,-0.3091,0.4275,24.7652,-29.7057,3.2609,1.5225,null,null,null,83.832,2188,5.927,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5726,null,null,null,null,null,null,null,37,4,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/7/25,84.9,-3.6494,4.9976,Max Scherzer,596115,453286,null,called_strike,,,,,2,null,R,R,R,WSH,COL,S,null,null,2,0,2019,0.1774,0.2418,0.0146,2.9088,null,null,453568,1,5,Top,null,null,,,435559,,190725_213710,8.1412,-123.1811,1.0487,-0.0184,26.9791,-30.2605,3.42,1.4244,null,null,null,83.716,2281,5.905,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5941,null,null,null,null,null,null,null,37,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,93.5,-3.5322,4.8562,Max Scherzer,596115,453286,null,ball,,,,,14,null,R,R,R,WSH,COL,B,null,null,1,0,2019,-1.2497,1.17,0.8003,1.3101,null,null,453568,1,5,Top,null,null,,,435559,,190725_213618,13.867,-135.3222,-5.8905,-18.376,29.3424,-16.7197,3.4159,1.5406,null,null,null,93.16,2427,6.373,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.127,null,null,null,null,null,null,null,37,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,94.3,-3.4041,5.2476,Max Scherzer,596115,453286,null,ball,,,,,12,null,R,R,R,WSH,COL,B,null,null,0,0,2019,-0.8763,1.3853,1.2383,3.3407,null,null,453568,1,5,Top,null,null,,,435559,,190725_213553,13.7692,-136.5108,-2.1888,-13.7641,29.9107,-14.9479,3.3432,1.525,null,null,null,92.986,2508,5.788,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7113,null,null,null,null,null,null,null,37,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,94.7,-3.4978,5.2475,Max Scherzer,453568,453286,walk,ball,,,,,12,Charlie Blackmon walks.  ,R,L,R,WSH,COL,B,null,null,3,1,2019,-0.894,1.4292,0.6426,3.8139,null,null,null,1,5,Top,null,null,,,435559,,190725_213514,12.589,-137.2394,-1.1212,-13.9137,31.1511,-14.4934,3.5421,1.5994,null,null,null,93.368,2471,5.789,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.711,null,null,0.7,1,0,0,null,36,5,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/7/25,93.1,-3.4658,5.2212,Max Scherzer,453568,453286,null,called_strike,,,,,4,null,R,L,R,WSH,COL,S,null,null,3,0,2019,-1.3468,1.3074,-0.675,2.5077,null,null,null,1,5,Top,null,null,,,435559,,190725_213451,9.9227,-135.074,-3.9124,-18.3256,29.7752,-15.8932,3.6014,1.5747,null,null,null,91.907,2395,5.765,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7346,null,null,null,null,null,null,null,36,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
CU,2019/7/25,77.9,-3.2624,5.426,Max Scherzer,453568,453286,null,ball,,,,,14,null,R,L,R,WSH,COL,B,null,null,2,0,2019,0.8323,-0.3241,0.024,-0.486,null,null,null,1,5,Top,null,null,,,435559,,190725_213427,5.4947,-113.2101,-5.1317,5.9607,20.9425,-34.1953,3.557,1.6158,null,null,null,76.863,2791,5.646,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8532,null,null,null,null,null,null,null,36,3,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/7/25,94,-3.4032,5.3691,Max Scherzer,453568,453286,null,ball,,,,,11,null,R,L,R,WSH,COL,B,null,null,1,0,2019,-1.4092,1.345,-1.3399,2.7599,null,null,null,1,5,Top,null,null,,,435559,,190725_213410,8.4166,-136.5711,-3.9513,-19.4002,31.3447,-14.828,3.6836,1.6573,null,null,null,93.5,2437,6.176,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3238,null,null,null,null,null,null,null,36,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
FF,2019/7/25,92.8,-3.4712,5.3822,Max Scherzer,453568,453286,null,ball,,,,,11,null,R,L,R,WSH,COL,B,null,null,0,0,2019,-1.2713,1.2998,-2.2776,4.3679,null,null,null,1,5,Top,null,null,,,435559,,190725_213355,5.8041,-134.9123,0.4023,-16.7092,30.764,-16.7678,3.5997,1.6271,null,null,null,92.387,2441,6.203,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.2965,null,null,null,null,null,null,null,36,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard
SL,2019/7/25,84.8,-3.5033,5.2537,Max Scherzer,656546,453286,strikeout,swinging_strike,,,,,6,Jeff Hoffman strikes out swinging.  ,R,R,R,WSH,COL,S,2,null,0,2,2019,0.3105,0.4718,0.692,2.8734,null,null,null,0,5,Top,null,null,,,435559,,190725_213314,9.1284,-123.1658,-0.1928,1.4999,22.1825,-27.5732,3.575,1.681,null,null,null,84.528,2343,6.008,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4918,null,null,0,1,0,0,null,35,3,Slider,0,3,3,0,3,0,3,0,Standard,Standard
SL,2019/7/25,83.7,-3.6241,5.18,Max Scherzer,656546,453286,null,called_strike,,,,,7,null,R,R,R,WSH,COL,S,null,null,0,1,2019,0.2663,0.0113,-0.8025,2.1046,null,null,null,0,5,Top,null,null,,,435559,,190725_213257,5.9302,-121.6729,-0.713,1.489,22.7775,-32.1644,3.4224,1.6493,null,null,null,82.965,null,5.754,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.7458,null,null,null,null,null,null,null,35,2,Slider,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,91.9,-3.5562,5.3244,Max Scherzer,656546,453286,null,called_strike,,,,,1,null,R,R,R,WSH,COL,S,null,null,0,0,2019,-1.144,1.3026,-0.495,3.1128,null,null,null,0,5,Top,null,null,,,435559,,190725_213243,10.1639,-133.3899,-2.5333,-15.7179,27.8082,-16.378,3.6532,1.6745,null,null,null,91.584,2484,6.17,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.3298,null,null,null,null,null,null,null,35,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
CH,2019/7/25,83.6,-3.4603,5.1154,Max Scherzer,547172,453286,strikeout,swinging_strike,,,,,14,Tony Wolters strikes out swinging.  ,R,L,R,WSH,COL,S,2,null,1,2,2019,-1.3952,0.0067,0.2071,1.3803,null,null,null,2,4,Top,null,null,,,435559,,190725_212125,11.2034,-121.3027,-2.1781,-15.9583,22.8612,-31.9002,3.19,1.51,null,null,null,83.7,1685,6.431,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.0684,null,null,0,1,0,0,null,31,4,Changeup,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,94.3,-3.5577,5.1255,Max Scherzer,547172,453286,null,foul,,,,,9,null,R,L,R,WSH,COL,S,null,null,1,1,2019,-1.1363,1.1507,0.2881,1.8324,null,null,null,2,4,Top,null,null,,,435559,,190725_212104,12.3253,-136.6306,-5.2447,-16.7728,31.2154,-17.0902,3.19,1.51,null,null,null,93.052,2401,5.873,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6269,null,null,null,null,null,null,null,31,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,92.8,-3.512,5.2541,Max Scherzer,547172,453286,null,ball,,,,,14,null,R,L,R,WSH,COL,B,null,null,0,1,2019,-1.3091,1.335,1.7054,1.6426,null,null,null,2,4,Top,null,null,,,435559,,190725_212046,15.9115,-133.9425,-6.0922,-19.1131,31.0716,-15.2883,3.2236,1.4628,null,null,null,91.119,2392,5.895,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6049,null,null,null,null,null,null,null,31,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
CU,2019/7/25,78.1,-3.3353,5.3137,Max Scherzer,547172,453286,null,called_strike,,,,,4,null,R,L,R,WSH,COL,S,null,null,0,0,2019,0.8547,-0.1016,-0.2822,2.2246,null,null,null,2,4,Top,null,null,,,435559,,190725_212032,4.967,-113.3942,0.527,6.0848,23.7828,-33.417,3.1425,1.3538,null,null,null,76.62,2559,5.683,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.8161,null,null,null,null,null,null,null,31,1,Curveball,0,3,3,0,3,0,3,0,Standard,Standard
FF,2019/7/25,94.5,-3.5099,5.0712,Max Scherzer,641658,453286,home_run,hit_into_play_score,,,,,2,Garrett Hampson homers (2) on a fly ball to left center field.   Ryan McMahon scores.  ,R,R,R,WSH,COL,X,null,fly_ball,1,2,2019,-0.6758,1.0707,0.264,2.9411,null,null,641857,2,4,Top,85.94,32.34,,,435559,,190725_211943,11.3035,-137.3491,-2.2898,-10.7696,26.2682,-18.2888,3.37,1.57,425,101.2,25.2,94.84,2501,6.249,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.2509,0.666,1.14,2,1,0,3,6,30,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2019/7/25,94.5,-3.521,5.1458,Max Scherzer,641658,453286,null,ball,,,,,12,null,R,R,R,WSH,COL,B,null,null,0,2,2019,-0.8771,1.1839,0.8739,4.3352,null,null,641857,2,4,Top,null,null,,,435559,,190725_211909,13.2836,-137.0551,0.9383,-13.6619,27.0696,-17.663,3.3028,1.4675,null,null,null,94.253,2466,6.091,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4082,null,null,null,null,null,null,null,30,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
SL,2019/7/25,84.9,-3.609,5.1129,Max Scherzer,641658,453286,null,swinging_strike,,,,,14,null,R,R,R,WSH,COL,S,null,null,0,1,2019,0.3142,-0.0183,0.5812,1.2942,null,null,641857,2,4,Top,null,null,,,435559,,190725_211838,9.1106,-123.2212,-2.5037,1.2878,25.2369,-32.0852,3.37,1.57,null,null,null,84.127,2372,5.996,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5034,null,null,null,null,null,null,null,30,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard
SL,2019/7/25,84.5,-3.7155,4.985,Max Scherzer,641658,453286,null,called_strike,,,,,2,null,R,R,R,WSH,COL,S,null,null,0,0,2019,0.0133,0.4568,0.0539,3.0134,null,null,641857,2,4,Top,null,null,,,435559,,190725_211752,8.6592,-122.7237,0.8261,-1.4161,21.9474,-27.9778,3.3823,1.5484,null,null,null,83.946,2376,5.817,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6822,null,null,null,null,null,null,null,30,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard
CH,2019/7/25,84.9,-3.5068,5.1653,Max Scherzer,641857,453286,single,hit_into_play_score,,,,,4,Ryan McMahon singles on a line drive to right fielder Adam Eaton.   Daniel Murphy scores.  ,R,L,R,WSH,COL,X,9,line_drive,1,1,2019,-1.3215,0.2724,-0.3984,2.343,502517,null,null,2,4,Top,193.31,99.83,,,435559,,190725_211716,9.7562,-123.273,-0.8135,-15.1154,23.1541,-29.5117,3.47,1.63,217,96.9,13.4,84.2,1611,5.828,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6714,0.89,0.852,0.9,1,1,0,4,29,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019/7/25,95.6,-3.5921,5.2788,Max Scherzer,641857,453286,null,ball,,,,,11,null,R,L,R,WSH,COL,B,null,null,0,1,2019,-0.966,1.1313,-0.715,4.2262,502517,null,null,2,4,Top,null,null,,,435559,,190725_211647,9.6093,-138.8022,0.3355,-14.3465,29.3548,-18.0514,3.437,1.6096,null,null,null,94.825,2429,5.839,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.6607,null,null,null,null,null,null,null,29,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019/7/25,95.4,-3.5197,5.2635,Max Scherzer,641857,453286,null,swinging_strike,,,,,11,null,R,L,R,WSH,COL,S,null,null,0,0,2019,-0.9359,1.1505,-0.4948,3.5999,502517,null,null,2,4,Top,null,null,,,435559,,190725_211622,9.9513,-138.6019,-1.3267,-13.9762,27.4085,-17.3562,3.47,1.63,null,null,null,95.165,2479,5.984,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.5156,null,null,null,null,null,null,null,29,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019/7/25,84.3,-3.5372,5.0982,Max Scherzer,606132,453286,field_out,hit_into_play,,,,,13,"Raimel Tapia grounds out, second baseman Brian Dozier to first baseman Matt Adams.   Daniel Murphy to 3rd.  ",R,L,R,WSH,COL,X,4,ground_ball,0,2,2019,-1.1282,0.1415,-0.4914,1.2211,null,502517,null,1,4,Top,155.53,162.38,,,435559,,190725_211540,9.372,-122.5454,-2.9934,-13.1762,21.1283,-30.3852,3.39,1.58,6,66.4,-13.8,85.08,null,6.566,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,53.933,0.053,0.054,0,1,0,0,2,28,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019/7/25,82.7,-3.4907,5.0717,Max Scherzer,606132,453286,null,swinging_strike,,,,,14,null,R,L,R,WSH,COL,S,null,null,0,1,2019,-1.1483,0.3816,0.5824,1.4045,null,502517,null,1,4,Top,null,null,,,435559,,190725_211506,11.5478,-120.0387,-2.6439,-13.2452,20.8104,-28.1642,3.39,1.58,null,null,null,83.159,null,6.499,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.0006,null,null,null,null,null,null,null,28,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2019/7/25,96.3,-3.3535,5.4363,Max Scherzer,606132,453286,null,foul,,,,,11,null,R,L,R,WSH,COL,S,null,null,0,0,2019,-0.7663,1.2781,-1.0092,2.4982,null,502517,null,1,4,Top,null,null,,,435559,,190725_211442,7.8869,-139.8641,-5.0382,-11.7136,31.2022,-14.677,3.39,1.58,218,75.8,39.6,95.717,2603,6.034,565945,453286,435559,571431,572821,543685,607208,665742,645302,594809,54.4651,null,null,null,null,null,null,null,28,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
